Sales,State or Province,City
352.16,Illinois,Highland Park
47.22,Oregon,Aloha
26.18,New Hampshire,Portsmouth
49.81,Washington,Tacoma
1159.79,South Dakota,Watertown
15.99,Texas,Saginaw
6357.11,Michigan,Walker
369.44,Texas,Sulphur Springs
23.01,Oklahoma,Tulsa
400.47,Oklahoma,Tulsa
516.6,Wisconsin,Green Bay
468.69,Virginia,Tysons Corner
94.97,Virginia,Tysons Corner
1547.25,California,Temecula
79.01,Arizona,Tempe
423.35,Arizona,Tempe
2050.93,Arizona,Tempe
86.79,Indiana,East Chicago
154.88,Pennsylvania,Lancaster
220.55,California,Laguna Hills
58.33,Oregon,Lake Oswego
20.42,Oregon,Lake Oswego
1094.84,Michigan,Royal Oak
952.9,Michigan,Dearborn Heights
90.14,North Carolina,Monroe
321.52,North Carolina,Monroe
118.16,North Carolina,Mooresville
42.68,California,Gilroy
437.96,California,Gilroy
379.21,Oregon,Eugene
58.92,Utah,Magna
6.76,Minnesota,Red Wing
177.78,Texas,El Paso
124.54,Texas,El Paso
664.5,California,Apple Valley
216.09,California,Apple Valley
763.27,California,Apple Valley
210.33,Arkansas,North Little Rock
666.63,New York,Syracuse
814.6,New York,Syracuse
109.64,New York,Tonawanda
68.45,New Jersey,Fords
4109.08,Maryland,Dundalk
15.73,Maine,Augusta
1719.07,New Jersey,Old Bridge
59,New Jersey,Orange
72.77,Texas,Conroe
1648.03,Texas,Conroe
40.1,Illinois,Rockford
707.03,Illinois,Romeoville
2.66,Alabama,Homewood
38.67,Pennsylvania,Hazleton
593.94,Pennsylvania,Hazleton
343.57,Pennsylvania,Hazleton
87.87,Texas,Plano
18.53,Texas,Plano
47.67,Texas,Plano
316.28,Idaho,Caldwell
952.26,Massachusetts,Lunenburg
249.34,Maryland,Dundalk
878.34,Texas,Sulphur Springs
676.57,Texas,Sulphur Springs
7.8,Washington,Vancouver
5.5,Washington,Walla Walla
776.26,Connecticut,Madison
17.22,Michigan,Kalamazoo
95.87,North Carolina,Mooresville
431.43,North Carolina,Charlotte
106.84,Tennessee,Morristown
7.38,Ohio,Delaware
602.49,Maryland,Olney
958.46,South Carolina,Hilton Head Island
368.84,South Carolina,Hilton Head Island
30.86,South Carolina,Hilton Head Island
16.89,Iowa,Muscatine
326.72,Iowa,Muscatine
40.29,Michigan,Southgate
89.79,California,Manteca
130.91,Florida,North Port
1741.81,Minnesota,Cottage Grove
2848.38,Arkansas,Searcy
208.82,Texas,Kingsville
592.58,Texas,Kingsville
2832.68,Illinois,Belvidere
12.59,Kansas,Derby
1006.82,Massachusetts,Marshfield
18.59,Florida,Coral Gables
58.83,Florida,Coral Gables
1557.66,Florida,Coral Gables
465.57,Maryland,Waldorf
184.46,Pennsylvania,McKeesport
1364.8,Minnesota,Shakopee
113.84,Minnesota,Shakopee
599.05,Minnesota,Shakopee
1335.2,California,Berkeley
1911.3,New York,Centereach
18537.69,New York,Centereach
649.96,New York,Centereach
740.78,Arizona,Prescott
318.22,Michigan,Kalamazoo
109.23,Michigan,Kalamazoo
69.25,Idaho,Pocatello
492.85,Pennsylvania,Drexel Hill
343.51,Florida,Jupiter
686.68,Florida,Jupiter
125.28,Missouri,Lees Summit
28.01,Massachusetts,Webster
1736.1,Michigan,Eastpointe
94.45,Michigan,Eastpointe
366.26,South Carolina,Columbia
157.99,South Carolina,Columbia
1212.88,South Carolina,Columbia
227.04,Florida,Ormond Beach
111.8,Iowa,Muscatine
491.89,Oregon,Oregon City
49.78,Texas,Denton
16.62,Texas,Denton
140.67,New Mexico,Albuquerque
121.89,New Mexico,Albuquerque
171.33,Kansas,Hutchinson
192.46,California,Anaheim
348.7,Colorado,Durango
220.16,Massachusetts,Foxborough
33.08,Connecticut,Seymour
4390.32,Massachusetts,Southbridge
75.85,Texas,Denton
245.42,Texas,Denton
1046.04,Texas,Deer Park
82.9,Illinois,Lansing
3071.57,Connecticut,East Hartford
825.24,Maine,Sanford
28.77,Ohio,Stow
580.7,Ohio,Stow
21.15,Arkansas,Bentonville
513.94,New York,West Babylon
42.69,Arkansas,Cabot
327.41,Arkansas,Cabot
367.03,Washington,Covington
98,Washington,Covington
380.47,South Dakota,Brookings
2265.68,Illinois,West Chicago
410.69,Illinois,West Chicago
78.66,Wisconsin,Eau Claire
27.63,Texas,Highland Village
31.21,Texas,Highland Village
1126.06,California,San Francisco
444.08,California,San Francisco
2111.33,Kansas,Olathe
97.81,Ohio,Middletown
43.73,Arkansas,Hot Springs
25.95,Arkansas,Hot Springs
673.03,Arkansas,Hot Springs
386.21,Wyoming,Gillette
1963.31,Wyoming,Gillette
236.99,Florida,Palm Coast
256.19,North Carolina,Fayetteville
421.49,Utah,Pleasant Grove
215.93,Michigan,Muskegon
240.63,California,Sunnyvale
1062.64,North Carolina,Apex
25.08,North Carolina,Apex
80.47,Alabama,Vestavia Hills
4301.39,Georgia,Dalton
69.69,Georgia,Dalton
299.63,Alabama,Gadsden
139.89,California,Temecula
77.11,California,Temecula
2118.99,North Carolina,Wilmington
837.64,North Carolina,Wilmington
600.07,New Jersey,Old Bridge
114.72,Massachusetts,Saugus
189.94,Texas,Plano
261.08,New Mexico,Clovis
205.18,Mississippi,Columbus
440.42,Indiana,Fort Wayne
626.69,Arkansas,Russellville
801.93,Idaho,Twin Falls
709.7,Florida,Melbourne
27.42,Florida,Merritt Island
175.64,Ohio,Kettering
917.5,Pennsylvania,Chester
294.99,Pennsylvania,Chester
28.55,Idaho,Caldwell
389.59,California,Sunnyvale
81.02,Illinois,Rockford
1524.03,Illinois,Rockford
23.47,Illinois,Rockford
950.43,Illinois,Buffalo Grove
104.87,Missouri,Florissant
136.95,Missouri,Florissant
40.32,Missouri,Florissant
125.68,Missouri,Florissant
71.08,Missouri,Florissant
522.56,California,San Francisco
4285.56,Indiana,Jeffersonville
631.37,Indiana,Jeffersonville
78.62,Missouri,Kansas City
93.81,Wisconsin,Stevens Point
409.73,California,Modesto
1279.27,Illinois,Freeport
501,Illinois,Freeport
4531.85,California,East Los Angeles
520.47,Florida,Spring Hill
330.89,Florida,Sunrise
82.77,Pennsylvania,Norristown
101.7,Pennsylvania,Penn Hills
3581.52,New York,Watertown
76.28,New York,Watertown
64.48,Florida,West Palm Beach
663.69,Delaware,Wilmington
63.5,Delaware,Wilmington
3108.3,Florida,Winter Haven
65.68,Utah,Provo
48.16,Colorado,Colorado Springs
233.98,Colorado,Colorado Springs
268.64,Iowa,Mason City
107.24,Missouri,Gladstone
353.52,Florida,Jacksonville
58.49,Pennsylvania,Hazleton
284.35,Pennsylvania,Hazleton
31.19,Pennsylvania,Hazleton
1259.4,Rhode Island,Coventry
629.27,New Jersey,Lyndhurst
819.95,Maine,Saco
998.67,Utah,Draper
404.59,Oregon,Aloha
282.49,Oregon,Aloha
258.79,South Carolina,Myrtle Beach
85.55,Indiana,Hammond
180.27,Mississippi,Long Beach
52.27,North Carolina,Garner
165.03,Illinois,Tinley Park
96.68,California,Pomona
35.49,California,Pomona
22.64,Indiana,Terre Haute
360.36,Indiana,Terre Haute
335.34,Indiana,Terre Haute
51.3,Massachusetts,Kingston
633.43,Maine,Waterville
17.76,Iowa,Muscatine
538.65,Iowa,Muscatine
4290.63,Colorado,Pueblo West
64.76,Colorado,Pueblo West
1146.03,Virginia,Colonial Heights
572.18,Virginia,Colonial Heights
748.42,Virginia,Colonial Heights
3527.82,California,Yucaipa
4698.21,California,Yucaipa
850.16,Rhode Island,Warwick
102.9,Florida,Merritt Island
853.64,North Carolina,Mooresville
1135.9,South Carolina,Greenville
25.22,North Dakota,Dickinson
454.4,Ohio,Sandusky
14.53,Ohio,Sandusky
1501.51,Pennsylvania,Hazleton
209.7,Ohio,Youngstown
87.11,Georgia,Rome
170.46,Georgia,Rome
14.41,Colorado,Loveland
18.89,Wisconsin,Stevens Point
426.47,Connecticut,Bristol
601.62,Washington,Cottage Lake
57.67,Nebraska,Fremont
410.15,Nebraska,Grand Island
412.05,Nebraska,Grand Island
19.38,Nebraska,Grand Island
196.69,Georgia,Sandy Springs
40.28,Georgia,Sandy Springs
2707.35,Missouri,Ozark
98.36,Missouri,Ozark
378.11,Missouri,Ozark
236.86,Minnesota,Cottage Grove
57.24,Tennessee,Jackson
824.7,Tennessee,Jackson
1087.48,Florida,North Miami Beach
510.4,Illinois,Northbrook
1033.97,Illinois,Northbrook
7.01,Illinois,Northbrook
282.24,Illinois,Gurnee
190.28,Illinois,Hanover Park
507.25,Maryland,Cumberland
1013.84,Massachusetts,Tewksbury
3.44,Texas,Hurst
7.2,Texas,Irving
29.16,Florida,Lakeland
199.76,Missouri,Clayton
617.22,Massachusetts,Dennis
48.35,New Jersey,Lindenwold
395.83,New Jersey,New Brunswick
150.25,New Jersey,Palisades Park
40.37,Illinois,Glendale Heights
2311.15,Texas,Odessa
15.71,Texas,Paris
14.07,Texas,Odessa
170.48,Wisconsin,Muskego
341.59,Pennsylvania,York
61.69,Indiana,Munster
6362.85,California,San Gabriel
77.05,Wisconsin,Watertown
155.16,Florida,West Palm Beach
1161.65,South Carolina,Rock Hill
279.98,Washington,Vancouver
1348.83,Alabama,Auburn
27.96,Minnesota,Bloomington
19882.09,Alabama,Homewood
175.05,Texas,Midland
934.2,Michigan,Dearborn Heights
51.72,Michigan,Detroit
914.6,Colorado,Broomfield
18.68,Colorado,Broomfield
633.81,Kentucky,Danville
34.17,Missouri,Ferguson
423.64,Missouri,Ferguson
1122.72,Missouri,Ferguson
19.63,Colorado,Fountain
75.05,Illinois,Chicago
329.44,Illinois,Chicago
1116.28,Maine,Bangor
6600.63,Texas,Greenville
1811.99,Texas,Greenville
114.11,Virginia,Chesapeake
54.57,Virginia,Chesapeake
201.77,Florida,Saint Petersburg
277.07,California,Apple Valley
149.67,Maine,Bangor
6.65,Kansas,Hutchinson
876.04,Kansas,Kansas City
183.34,Kansas,Kansas City
1134.67,Kansas,Kansas City
1378.51,Maine,Bangor
32.1,Michigan,Bay City
9.69,Alabama,Oxford
110.66,Alabama,Oxford
12732,West Virginia,Morgantown
17.14,Florida,Oviedo
1717.53,Arkansas,Hot Springs
126.84,Alabama,Northport
259.73,Texas,Fort Worth
873.87,Indiana,Vincennes
3292.02,Florida,Gainesville
552.22,Nebraska,Grand Island
52.93,Nebraska,Grand Island
42.47,New York,Mount Vernon
78.97,California,Calexico
447.87,West Virginia,Charleston
13.23,West Virginia,Charleston
21.6,Utah,Tooele
106.57,Indiana,Terre Haute
136.01,Tennessee,Memphis
85.75,Tennessee,Memphis
67.48,Illinois,Urbana
30.63,Pennsylvania,Wilkinsburg
84.26,Illinois,Burbank
67.21,Massachusetts,South Boston
31.46,Ohio,Steubenville
37.38,Oklahoma,Midwest City
864.94,California,Menlo Park
5605.27,California,Menlo Park
821.22,New York,Centereach
40.15,Montana,Bozeman
1387.49,Montana,Bozeman
65.22,Texas,Richardson
56.72,Texas,Richardson
20.39,Illinois,Woodridge
4.99,Illinois,Woodridge
2814.57,Illinois,Kankakee
437.41,Illinois,Kankakee
20.51,Texas,Arlington
757.22,Massachusetts,South Boston
29.07,South Carolina,Aiken
84.76,South Carolina,Aiken
3383.43,New York,Kenmore
312.22,Wisconsin,Stevens Point
904.25,Minnesota,Maple Grove
16.31,Minnesota,Maple Grove
23.74,Texas,Hurst
217.44,New York,Schenectady
439.7,California,Santa Ana
2159.19,California,Laguna Niguel
78.16,Arizona,Avondale
115.15,Arizona,Avondale
559.84,Maine,West Scarborough
3969.21,Maine,Westbrook
240.21,Ohio,North Ridgeville
5587.89,Florida,North Miami Beach
744.4,Illinois,Belvidere
6.12,Illinois,Belvidere
2268.65,Illinois,Belvidere
16.24,California,Sunnyvale
1535.05,Maine,Biddeford
1.32,New York,Bethpage
556.2,Georgia,Hinesville
78.99,Illinois,Kankakee
33.82,Colorado,Fort Collins
8.72,Virginia,Petersburg
909.89,Texas,Texarkana
47.86,Oregon,Lake Oswego
2217.2,Florida,Merritt Island
82.52,Virginia,Springfield
727.85,Virginia,Springfield
634,Texas,Duncanville
54.65,Texas,Duncanville
441.08,Utah,Kearns
86.17,Utah,Kearns
83.69,Michigan,Rochester Hills
399.25,Michigan,Rochester Hills
429.43,Arizona,Avondale
57.56,Arizona,Bullhead City
69.03,Idaho,Caldwell
210.65,Florida,Oakland Park
249.25,Florida,Deland
6724.2,Arizona,Peoria
603.19,Florida,Miramar
379.8,Ohio,North Ridgeville
40.39,Ohio,North Ridgeville
34.76,Illinois,Woodridge
31.79,Illinois,Woodridge
9.83,South Carolina,Spartanburg
60.21,South Carolina,Spartanburg
12.15,Virginia,Herndon
288.42,Virginia,Herndon
159.02,Minnesota,Saint Cloud
338.13,Minnesota,Saint Cloud
59.15,California,Roseville
1210.93,Alabama,Auburn
21.9,California,Modesto
991.24,Ohio,Hamilton
723.48,Texas,Pharr
243.24,Mississippi,Hattiesburg
19.38,Florida,Bradenton
43.14,Texas,Kingsville
1114.01,Indiana,Jeffersonville
902.21,Indiana,Jeffersonville
925.98,Ohio,Lorain
1183.02,California,La Quinta
59.22,Georgia,Kennesaw
59.11,Texas,Brownsville
66.88,Utah,Provo
274.91,Utah,Provo
1590.44,Connecticut,East Hartford
1058.36,Pennsylvania,Mount Lebanon
18.31,Pennsylvania,Mount Lebanon
1475.99,Texas,San Juan
638.9,New Jersey,Hopatcong
54.26,New York,Brooklyn
1337.78,Ohio,Massillon
1362.2,Washington,Vancouver
618.37,Texas,Kingsville
3247.32,Texas,Kingsville
23.16,Washington,Burien
46.53,New York,Deer Park
881.56,North Carolina,Apex
2736.06,Illinois,Rockford
776,Illinois,Highland Park
1677.05,Washington,Issaquah
1243.15,Washington,Issaquah
1174.3,Washington,Kennewick
104.81,Texas,Hurst
1799.14,Texas,Hurst
48.33,Colorado,Louisville
38.41,Indiana,Valparaiso
14.85,New York,East Massapequa
721.64,Michigan,Madison Heights
93.55,Tennessee,Smyrna
563.91,Indiana,Valparaiso
53.77,Texas,Carrollton
1553.72,Pennsylvania,Drexel Hill
47.01,North Carolina,Wilson
756.99,Michigan,Eastpointe
51.82,Massachusetts,Everett
266.39,Maine,Lewiston
286.12,Illinois,Highland Park
113.87,Massachusetts,Boston
165.34,Vermont,Colchester
1444.4,New York,Kenmore
130.47,New York,Kenmore
120.96,Idaho,Caldwell
55.54,New York,Watertown
287.14,Colorado,Parker
2296.56,North Dakota,Mandan
148.06,Michigan,Southgate
1961.19,Michigan,Sterling Heights
37.65,Florida,Gainesville
247.56,California,Woodland
190.9,New Mexico,Roswell
764.66,New Mexico,Roswell
48.7,California,Santa Clara
15.73,Virginia,Herndon
327.4,Virginia,Herndon
1323.27,Virginia,Herndon
231.62,California,Los Altos
25.65,California,Escondido
440.87,California,Eureka
105.68,Pennsylvania,Allentown
10548.49,Oregon,West Linn
18.72,Missouri,Columbia
195.63,Texas,Richardson
3.51,California,Redondo Beach
39.11,Georgia,Evans
64.12,Georgia,Evans
762.3,Texas,Carrollton
5775.81,Texas,Carrollton
1878.24,Texas,Carrollton
279.01,California,Whittier
15.65,Ohio,Sandusky
613.34,New Jersey,Maplewood
355.81,Maine,Portland
198.06,Maine,Waterville
1268.16,California,Atascadero
26.82,California,Los Altos
92.25,Pennsylvania,Sharon
58.81,Michigan,Troy
110.81,Texas,Duncanville
36.14,Texas,Duncanville
286.4,Illinois,Calumet City
39.51,New York,Central Islip
17.62,Connecticut,New London
430.91,Ohio,Troy
23.07,Ohio,Troy
74.76,California,Atascadero
264.36,Texas,Midland
30.7,Iowa,Iowa City
126.69,Michigan,Lincoln Park
137.06,Michigan,Lincoln Park
89.11,Oklahoma,Bartlesville
160.71,Oklahoma,Bartlesville
478.61,Oklahoma,Bartlesville
78.38,Mississippi,Biloxi
34.75,Montana,Great Falls
28.73,North Carolina,Salisbury
21.9,North Carolina,Salisbury
1253.74,Louisiana,Marrero
509.68,Iowa,Mason City
391.4,North Carolina,Fayetteville
199.7,Montana,Bozeman
487.56,Vermont,Colchester
780.77,New Jersey,Englewood
55.82,New Jersey,Somerset
705.38,Texas,Grand Prairie
901.01,Texas,Grand Prairie
510.9,New York,Franklin Square
643.76,New Jersey,East Brunswick
1458.58,New Jersey,Edison
118.47,Nebraska,Omaha
237.73,Nebraska,Omaha
22.34,Texas,Lubbock
1214.63,North Carolina,Mint Hill
1418.97,New Jersey,Dumont
1303.29,Maryland,Dundalk
56.54,Maryland,Dundalk
32.76,North Carolina,Hickory
6.66,Virginia,Fairfax
519.42,Illinois,Mundelein
3887.07,South Dakota,Brookings
2595.36,South Dakota,Brookings
19.23,Texas,College Station
1719.45,Illinois,Batavia
131.62,Oregon,Coos Bay
86.28,Illinois,Saint Charles
87.86,Illinois,Saint Charles
738,Illinois,Saint Charles
120.78,New Mexico,Albuquerque
172.37,Colorado,Durango
25.39,Arizona,Mesa
87.27,Arizona,Mesa
202.29,Texas,Irving
168.71,Texas,Irving
1414.88,Michigan,Farmington Hills
33.63,Michigan,Farmington Hills
242.7,Michigan,Flint
1328.52,Texas,Dallas
772.22,Texas,Dallas
99.17,Texas,Dallas
52.27,Tennessee,Collierville
20.75,Tennessee,Collierville
4130.59,Indiana,Jeffersonville
35.91,Indiana,Kokomo
498.14,Ohio,Elyria
432.95,Colorado,Aurora
21.5,Ohio,Delaware
3182.24,Ohio,Delaware
172.34,Ohio,Steubenville
140.22,Iowa,Mason City
462.52,Indiana,New Albany
90.36,California,Pacifica
50.28,Washington,Kirkland
2570.45,Washington,Kirkland
115.3,North Carolina,Charlotte
64.9,North Carolina,Charlotte
53.26,Illinois,Aurora
203.49,Illinois,Aurora
2356.01,Illinois,Aurora
7.96,California,Sunnyvale
59.46,Mississippi,Biloxi
84.95,Mississippi,Clinton
73.2,Maryland,Randallstown
212.91,Oregon,Lake Oswego
1166.27,Oregon,Lake Oswego
5972.59,Oregon,Medford
341.01,North Carolina,Wilson
650.7,North Carolina,Apex
1699.26,New Jersey,Secaucus
78.66,Louisiana,Bossier City
38.45,New York,Port Chester
309.56,Maryland,Essex
619.38,California,Riverside
18.69,California,Riverside
162.84,Texas,Lubbock
79.02,Texas,Lubbock
128.95,Minnesota,Richfield
58.04,Minnesota,Rochester
274.93,Minnesota,Rochester
19.11,Minnesota,Rochester
1268.26,Minnesota,Saint Louis Park
1468.97,Minnesota,Saint Louis Park
53.29,Minnesota,Saint Louis Park
19.64,Minnesota,Saint Louis Park
204.06,Ohio,Mansfield
86.45,California,Riverside
898,California,Riverside
55.13,Iowa,Burlington
2.74,Iowa,Burlington
44.8,Iowa,Cedar Falls
363.37,Utah,Holladay
480.75,Utah,Holladay
626.95,Tennessee,Germantown
280.71,Tennessee,Germantown
676.35,Tennessee,Germantown
2597.33,Washington,Covington
357.27,Washington,Covington
92.99,Ohio,Youngstown
37.16,Ohio,Youngstown
28.07,California,Moreno Valley
715.93,California,Morgan Hill
675.38,Texas,Friendswood
111.41,New York,Franklin Square
245.6,New York,Franklin Square
377,Texas,Midland
42.99,Texas,Midland
141.29,Maine,Gorham
10.19,Oklahoma,Lawton
82.01,New Hampshire,Londonderry
12.86,Florida,Winter Haven
3143.15,Idaho,Post Falls
498.31,Idaho,Post Falls
150.48,Pennsylvania,Hanover
34.64,Pennsylvania,Hanover
2575.93,Montana,Helena
221.43,Montana,Helena
46.5,Tennessee,Lebanon
160.26,Colorado,Colorado Springs
2197.75,Colorado,Colorado Springs
7.85,New York,Plainview
603.54,Texas,Cedar Hill
1428.06,Texas,Cedar Hill
4099.07,Utah,Spanish Fork
10.76,Utah,Spanish Fork
1060.21,Utah,Spanish Fork
133.19,Washington,Lacey
97.33,Washington,Lacey
52.1,Texas,Friendswood
1145.6,Texas,Carrollton
1634.67,Texas,Cedar Hill
608.81,Minnesota,Inver Grove Heights
808.61,Minnesota,Inver Grove Heights
74.07,Wisconsin,Watertown
15.96,Wisconsin,Watertown
104.17,Florida,Winter Garden
505.55,Washington,Elk Plain
251.61,Indiana,Valparaiso
436.29,Kentucky,Georgetown
3786.84,California,Concord
145.12,New York,Woodmere
300.63,California,Hacienda Heights
917.66,Tennessee,Smyrna
375.86,Massachusetts,Lawrence
241.42,California,Riverside
276.72,California,Rocklin
102.11,Florida,Jacksonville
165.29,New York,Port Chester
54.27,Florida,Bradenton
103.61,California,Roseville
52.51,Florida,Winter Park
5615.88,Florida,Winter Park
77.07,Illinois,Rock Island
10.29,Ohio,Stow
3635.97,Arizona,Bullhead City
284.34,Arizona,Chandler
128.13,Alabama,Northport
76.08,South Carolina,Greenville
729.33,Maryland,Parkville
26.91,Maine,Bangor
129.73,Maine,Biddeford
9252.81,Illinois,Danville
105.99,California,Laguna Niguel
12.02,California,Morgan Hill
645.28,California,Morgan Hill
81.9,Indiana,Hammond
1200.11,Michigan,Madison Heights
65.49,Michigan,Madison Heights
67.49,California,Laguna Niguel
2.25,California,Laguna Niguel
66.9,Indiana,Frankfort
43.13,Indiana,Frankfort
1347.03,Kansas,Kansas City
818.49,Georgia,Newnan
73.18,Illinois,Oswego
2331.04,Arizona,Bullhead City
618.96,Kentucky,Paducah
77.54,Kentucky,Paducah
89.76,Maryland,Potomac
624.07,Kentucky,Pleasure Ridge Park
193.5,Illinois,Park Ridge
44.26,Maryland,Dundalk
140.3,Utah,Layton
71.55,Utah,Lehi
2421.02,California,Temecula
65.7,Maine,Auburn
1669.48,Massachusetts,Belmont
335.34,Massachusetts,Leominster
475.72,Massachusetts,Wellesley
536.9,Utah,Tooele
121.29,Texas,Grapevine
762.38,Texas,Greenville
384.66,Pennsylvania,Wilkes Barre
31.35,Pennsylvania,Wilkes Barre
22.01,Kentucky,Pleasure Ridge Park
200,Kentucky,Pleasure Ridge Park
17.22,Arizona,Peoria
4.24,Arizona,Peoria
80.23,Tennessee,Smyrna
13.36,Tennessee,Smyrna
2044.9,Tennessee,Spring Hill
89.91,Colorado,Wheat Ridge
80.86,California,La Quinta
51.53,California,La Quinta
19.37,California,Inglewood
8.77,California,Fresno
39.36,Florida,Belle Glade
68.49,New York,Long Beach
77.25,New York,Long Beach
2151.35,Maryland,Parkville
413.21,Florida,Tampa
195.01,Florida,Tampa
280.54,South Carolina,Taylors
97.52,Tennessee,Chattanooga
84.72,Tennessee,Chattanooga
50.16,Indiana,Vincennes
28.11,Tennessee,Kingsport
139.66,Texas,Denton
323.52,Texas,Denton
16.74,Oregon,Aloha
305.15,Oregon,Aloha
111.3,Oregon,Salem
120.12,California,Redwood City
5705.18,California,Pacifica
4.21,Wisconsin,Janesville
59.85,Utah,Layton
1708.73,Utah,Layton
103.34,Michigan,Wyoming
307.15,Missouri,Bridgeton
324.41,Missouri,Bridgeton
1216.32,Ohio,Cuyahoga Falls
219.83,Pennsylvania,Allentown
4.44,Pennsylvania,Allentown
312.05,Washington,Yakima
73.55,New York,Tonawanda
29.57,New York,Tonawanda
131,Pennsylvania,Harrisburg
20.45,California,Visalia
61.56,Colorado,Parker
19.67,Colorado,Pueblo
2699.94,California,Santa Clara
514.51,California,Santa Clara
1480.29,California,Santa Clara
33.3,Florida,Ormond Beach
138.78,Florida,Ormond Beach
3.99,New Jersey,Rutherford
67.3,New Mexico,Clovis
679.23,New Mexico,Clovis
294.87,New Mexico,Farmington
4845.27,Wisconsin,Watertown
62.78,Florida,Bradenton
61.54,Ohio,Lancaster
58.47,Ohio,Lancaster
250.65,Indiana,New Albany
57.32,Indiana,New Albany
33.52,Arkansas,Sherwood
65.72,Arkansas,Sherwood
150.3,North Carolina,Fayetteville
425.88,North Carolina,Fayetteville
1065.09,Idaho,Post Falls
699.66,Idaho,Post Falls
66.42,Texas,The Woodlands
95.42,Kentucky,Louisville
331.97,Illinois,Springfield
21.16,Illinois,Springfield
